"Mnemonic","OemCode","Manufacturer","Product","DMX in","DMX out","Are ports Physical","Is RDM supported","Website"
"Oem_clay_paky_axcor_profile_900_6k_ln_1","0x2982","CLAY PAKY","AXCOR PROFILE 900 6K LN","1","1","y","y","www.claypaky.it"
"Oem_rosstech_signals_matrixview_1","0x2981","Rosstech Signals","MatrixView","0","0","n","n","www.rosstech.ca"
"Oem_city_theatrical_multiverse_transmitter_1","0x2980","City Theatrical","Multiverse Transmitter","0","10","y","y","www.citytheatrical.com"
"Oem_city_theatrical_multiverse_gateway_1","0x297F","City Theatrical","Multiverse Gateway","0","18","y","y","www.citytheatrical.com"
"Oem_lifetime_music_academy_light_spectrum_1","0x297E","Lifetime Music Academy","Light SPECTRUM","1","2","y","n","New Product, Not yet on URL or website."
"Oem_martin_mac_allure_profile_1","0x297D","Martin","MAC Allure Profile","0","1","n","y","www.martin.com"
"Oem_nova_led_1","0x297C","NOVA","LED","1","4","Y","Y","nova"
"Oem_audiowerk_lc1_1","0x297B","Audiowerk","LC1","0","2","y","n","audiowerk.at"
"Oem_roleds_rtg180_1","0x297A","Roleds","RTG180","1","512","Y","y","www.roleds.comm"
"Oem_arrigo_lighting_al_ws2812b_1","0x2979","Arrigo Lighting","AL WS2812B","0","4","n","n","http://arrigolighting.com"
"Oem_chauvet_professional_epix_flex_drive_1","0x2978","Chauvet Professional","Epix Flex Drive","2","0","n","y","www.chauvetprofessional.com"
"Oem_clay_paky_sharpy_plus_1","0x2977","CLAY PAKY","SHARPY PLUS","1","1","y","y","www.claypaky.it"
"Oem_clay_paky_aleda_beam_200_1","0x2976","CLAY PAKY","ALEDA BEAM 200","1","1","y","y","www.claypaky.it"
"Oem_digital_projection_titan_laser_projector_1","0x2975","Digital Projection","Titan Laser Projector","1","0","y","n","www.digitalprojection.com"
"Oem_guangzhou_chaiyi_light_co_ltd_dmxgate_1","0x2974","Guangzhou ChaiYi Light CO Ltd","DMXGate","4","4","n","y","http://en.fineart-light.com/"
"Oem_ambion_gmbh_ambrain_flex_led_gate_1","0x2973","Ambion Gmbh Ambrain","Flex Led Gate","0","1","y","y","www.ambion.de"
"Oem_pxm_px314_1","0x2972","PXM","Px314","2","0","y","y","www.pxm.eu"
"Oem_pxm_px760_1","0x2971","PXM","Px760","2","2","y","y","www.pxm.eu"
"Oem_pulsar_node1_1","0x2970","Pulsar","Node1","2","2","y","y","www.pulsarlight.com"
"Oem_smartshow_uk_netdmx_1","0x296F","SmartShow UK","NetDMX","0","1","Y","N","www.smartshow.lighting"
"Oem_smartshow_uk_netbuddy_1","0x296E","SmartShow UK","NetBuddy","1","1","Y","n",""
"Oem_smartshow_uk_netws_340_1","0x296D","SmartShow UK","NetWS 340","0","2","n","n","www.smartshow.lighting"
"Oem_smartshow_uk_netws_2040_1","0x296C","SmartShow UK","NetWS 2040","0","12","N","N","www.smartshow.lighting"
"Oem_smartshow_uk_netpixel_quad_1","0x296B","SmartShow UK","NetPixel Quad","0","16","N","N","www.smartshow.lighting"
"Oem_smartshow_uk_airpixel_micro_1","0x296A","SmartShow UK","AirPixel Micro","0","4","n","N","www.smartshow.lighting"
"Oem_smartshow_uk_airpixel_mini_1","0x2969","SmartShow UK","AirPixel Mini","0","4","N","N","www.smartshow.lighting"
"Oem_smartshow_uk_airpixel_quad_1","0x2968","SmartShow UK","AirPixel Quad","0","16","n","n","www.smartshow.lighting"
"Oem_smartshow_uk_airdmxout_1","0x2967","SmartShow UK","AirDMXout","0","1","Y","N","www.smartshow.lighting"
"Oem_smartshow_uk_nettwin_1","0x2966","SmartShow UK","NetTWIN","0","2","Y","N","www.smartshow.lighting"
"Oem_glp_german_light_products_gmbh_knv_cube_1","0x2965","GLP German Light Products GmbH","KNV Cube","0","1","n","y","http://glp.de"
"Oem_glp_german_light_products_gmbh_knv_arc_1","0x2964","GLP German Light Products GmbH","KNV Arc","0","1","n","y","http://glp.de"
"Oem_fiberli_node8x_1","0x2963","Fiberli","Node8X","0","8","Y","N","https://www.fiberli.com.tr"
"Oem_guangzhou_ming_jing_stage_light_king_kong_controller_1","0x2962","Guangzhou Ming Jing Stage Light","King Kong Controller","4","4","Y","Y","http://www.mjinglight.com/en"
"Oem_zboxes_intelligent_technology_shanghai_co_ltd_zboxes_8_1","0x2961","Zboxes Intelligent Technology Shanghai Co Ltd","Zboxes 8","8","8","n","y",""
"Oem_juan_francisco_campos_saa_bm_lights_1_universe_1","0x2960","JUAN FRANCISCO CAMPOS SAA","BM LIGHTS 1 UNIVERSE","0","1","Y","N","www.bmlights.com"
"Oem_lke_lasershow_frequency_unit_1","0x295F","LKE Lasershow","Frequency Unit","1","1","y","y","http://www.lke-lasershow.com"
"Oem_ssg_technology_ltd_sd980_an_1","0x295E","SSG Technology Ltd","SD980 AN","8","8","Y","Y","http://www.bj-yutong.com/"
"Oem_chauvet_professional_maverick_mk1_spot_1","0x295D","Chauvet Professional","Maverick MK1 Spot","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_mk2_wash_1","0x295C","Chauvet Professional","Maverick MK2 Wash","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_mk3_wash_1","0x295B","Chauvet Professional","Maverick MK3 Wash","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_mk2_profile_1","0x295A","Chauvet Professional","Maverick MK2 Profile","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_mk_pyxis_1","0x2959","Chauvet Professional","Maverick MK Pyxis","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_mk_1_hybrid_1","0x2958","Chauvet Professional","Maverick MK 1 Hybrid","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_rogue_r1_fxb_1","0x2957","Chauvet Professional","Rogue R1 FXB","1","1","y","y","www.chauvetprofessional.com"
"Oem_hera_led_hera_ether_node4_1","0x2956","Hera Led","Hera Ether Node4","0","4","y","y","www.heraled.com"
"Oem_elation_lighting_seven_batten_72_1","0x2955","ELATION LIGHTING","SEVEN BATTEN 72","2","2","Y","Y","https://www.elationlighting.com/seven-batten-72"
"Oem_elation_lighting_sixbar_1000_1","0x2954","ELATION LIGHTING","SIXBAR 1000","2","2","y","y","https://www.elationlighting.com/sixbar-1000"
"Oem_elation_lighting_cuepix_panel_1","0x2953","ELATION LIGHTING","CUEPIX PANEL","2","2","Y","Y","https://www.elationlighting.com/cuepix-panel"
"Oem_rethink_dmx_node1_1","0x2952","Rethink DMX","node1","0","1","y","n","http://www.rethinkdmx.com"
"Oem_gip_innovation_tools_gmbh_ligeo_sl_wifi_1","0x2951","GIP Innovation Tools GmbH","LIGEO SL WiFi","1","0","y","y","www.ligeo.de"
"Oem_atomica_peru_arri_skypanel_1","0x2950","atomica peru","arri skypanel","1","1","y","y",""
"Oem_buehler_electronic_gmbh_lsdigital_dmx_light_interface_1","0x294F","Buehler electronic GmbH LSdigital","DMX Light Interface","0","1","y","n","http://www.lsdigital-shop.de/produkt/dmx-light-interface"
"Oem_astera_led_technology_gmbh_10way_titan_powersupply_1","0x294E","Astera LED Technology GmbH","10way Titan Powersupply","1","1","y","n","http://astera-led.com"
"Oem_rnet_lighting_technology_limited_r_net_dmx_rack_1","0x294D","Rnet Lighting technology limited","R NET DMX Rack","2","8","Y","Y","www.rnetlighting.com"
"Oem_kwmatik_promyk_v1_0_1","0x294C","KWMATIK","PROMYK v1 0","0","1","y","n","www.kwmatik.pl"
"Oem_audioligh_hd217_2_1","0x294B","audioligh","HD217 2","1","8","y","y",""
"Oem_audioligh_hd217_1_1","0x294A","audioligh","HD217 1","1","2","y","y",""
"Oem_luminxa_luminxa2_1","0x2949","Luminxa","Luminxa2","2","2","n","y","http://luminxa.com"
"Oem_luminxa_luminxa1_1","0x2948","Luminxa","Luminxa1","1","2","n","y","http://www.luminxa.com"
"Oem_claypaky_axcor_profile_600_1","0x2947","CLAYPAKY","AXCOR PROFILE 600","2","2","y","RDM","http://www.claypaky.it"
"Oem_claypaky_axcor_profile_600_hc_1","0x2946","CLAYPAKY","AXCOR PROFILE 600 HC","2","2","y","y","http://www.claypaky.it"
"Oem_claypaky_axcor_profile_400_1","0x2945","CLAYPAKY","AXCOR PROFILE 400","2","1","1","y","http://www.claypaky.it"
"Oem_claypaky_axcor_profile_400_hc_1","0x2944","CLAYPAKY","AXCOR PROFILE 400 HC","1","1","y","y","http://www.claypaky.it"
"Oem_claypaky_axcor_spot_400_1","0x2943","CLAYPAKY","AXCOR SPOT 400","1","1","y","y","http://www.claypaky.it"
"Oem_claypaky_axcor_spot_400_hc_1","0x2942","CLAYPAKY","AXCOR SPOT 400 HC","1","1","y","y","http://www.claypaky.it"
"Oem_adb_stagelight_klemantis_as1000_1","0x2941","ADB STAGELIGHT","KLEMANTIS AS1000","0","1","n","y","http://www.adbstagelight.com"
"Oem_adb_stagelight_klemantis_as500_1","0x2940","ADB STAGELIGHT","KLEMANTIS AS500","0","1","n","y","http://www.adbstagelight.com"
"Oem_jcskj_jc_controller_x_1","0x293F","JCSKJ","JC_Controller_X","4","4","n","y","http://www.jcskj.com/"
"Oem_dbnetsoft_virtualdmxlib_1","0x293E","dbnetsoft","VirtualDmxLib","1","1","N","N","http://Www.dbnetsoft.com"
"Oem_x_laser_skywriter_hpx_m_2_1","0x293D","X Laser","Skywriter HPX M_2","0","2","y","y","http://www.x-laser.com"
"Oem_x_laser_mobile_beat_mercury_1","0x293C","X Laser","Mobile Beat Mercury","0","2","y","y","http://www.x-laser.com"
"Oem_qdot_lighting_limited_qnet_app_1","0x293B","Qdot Lighting Limited","QNET APP","16","16","y","y","http://www.qdot-lighting.com"
"Oem_elation_lighting_ez_kling_1","0x293A","Elation Lighting","EZ Kling","1","1","y","n","http://www.elationlighting.com/ez-kling"
"Oem_adj_products_flash_kling_batten_1","0x2939","ADJ Products","Flash Kling Batten","1","1","y","n","https://www.adj.com/flash-kling-batten"
"Oem_adj_products_flash_kling_strip_1","0x2938","ADJ Products","Flash Kling Strip","1","1","y","y","https://www.adj.com/flash-kling-strip"
"Oem_rgblink_flex_4_1","0x2937","RGBlink","FLEX 4","0","0","N","N","http://www.rgblink.com"
"Oem_rgblink_flex_rs1_1","0x2936","RGBlink","FLEX RS1","0","0","N","N","http://www.rgblink.com"
"Oem_rgblink_flex_8_1","0x2935","RGBlink","FLEX 8","0","0","N","N","http://www.rgblink.com"
"Oem_rgblink_flex_16_1","0x2934","RGBlink","FLEX 16","0","0","N","N","http://www.rgblink.com"
"Oem_rgblink_flex_32_1","0x2933","RGBlink","FLEX 32","0","0","N","N","http://www.rgblink.com"
"Oem_rgblink_flex_64_1","0x2932","RGBlink","FLEX 64","0","0","N","N","http://www.rgblink.com"
"Oem_rgblink_flex_128_1","0x2931","RGBlink","FLEX 128","0","0","N","N","http://www.rgblink.com"
"Oem_rgblink_flex_256_1","0x2930","RGBlink","FLEX 256","0","0","N","N","http://www.rgblink.com"
"Oem_rgblink_tone_1","0x292F","RGBlink","TONE","0","0","N","N","http://www.rgblink.com"
"Oem_rgblink_ttwo_1","0x292E","RGBlink","TTWO","0","0","N","N","http://www.rgblink.com"
"Oem_etc_audiovisuel_onlyview_1","0x292D","ETC Audiovisuel","OnlyView","0","0","n","n","http://www.etc-onlyview.com/"
"Oem_bandhaus_straubing_ev_wireless2dmx_bridge_1","0x292C","Bandhaus Straubing eV","Wireless2DMX Bridge","0","1","y","n","http://www.bandhaus.net"
"Oem_jb_lighting_lichtanlagentechnik_gmbh_jb_lightingfixturenode_1","0x292B","JB Lighting Lichtanlagentechnik GmbH","JB LightingFixtureNode","2","1","y","y","http://www.jb-lighting.de"
"Oem_matthias_bauch_software_livelight_1","0x292A","Matthias Bauch Software","LiveLight","4","4","n","y","http://matthiasbauch.com"
"Oem_arrigo_lighting_arrigo_lighting_liberty_22_1","0x2929","Arrigo Lighting","Arrigo Lighting Liberty 22","0","1","y","n","http://arrigolighting.com"
"Oem_rosstech_signals_smart16_1","0x2928","Rosstech Signals","Smart16","0","16","n","y","http://www.rosstech.ca"
"Oem_arrigo_lighting_al_a4rgb_1","0x2927","Arrigo Lighting","AL A4RGB","0","1","n","n","http://arrigolighting.com"
"Oem_german_light_products_gmbh_impression_e350_1","0x2926","German Light Products GmbH","impression E350","1","0","n","y","http://glp.de"
"Oem_guangzhou_chaoran_computer_co_ltd_ethernode8_1","0x2925","Guangzhou Chaoran Computer Co Ltd","EtherNode8","8","8","y","y","http://www.crmcunet.com/"
"Oem_ledblade_creon_hd_1","0x2924","LEDBLADE","Creon HD","1","1","y","y","http://www.ledblade.com"
"Oem_adj_products_par_z100_rgbw_1","0x2923","ADJ Products","Par Z100 RGBW","1","1","y","y","http://www.adj.com"
"Oem_ainetauto_lj_1","0x2922","ainetauto","LJ","1.024","1.024","Y","Y",""
"Oem_hycl_dmx_player_4_1","0x2921","HYCL","DMX_Player_4","1","4","y","y","http://www.leds-control.com"
"Oem_hycl_dmx_player_1_1","0x2920","HYCL","DMX_Player_1","1","1","y","y","http://www.leds-control.com"
"Oem_hycl_dmx_player_8_1","0x291F","HYCL","DMX_Player_8","1","8","y","y","http://www.leds-control.com"
"Oem_hycl_dmx_player_16_1","0x291E","HYCL","DMX_Player_16","1","16","y","y","http://www.leds-control.com"
"Oem_hycl_dmx_player_32_1","0x291D","HYCL","DMX_Player_32","1","32","y","y","http://www.leds-control.com"
"Oem_hycl_dmx_sync_1","0x291C","HYCL","DMX_SYNC","0","256","y","y","http://www.leds-control.com"
"Oem_steinigke_showtechnic_gmbh_dmx_aio_1","0x291B","Steinigke Showtechnic GmbH","DMX AIO","2","2","y","n","http://www.steinigke.de"
"Oem_infinity_furion_s201_spot_1","0x291A","Infinity","FURION S201 SPOT","1","0","y","y","http://www.infinity-intelligent-light.com/"
"Oem_infinity_furion_s401_spot_1","0x2919","Infinity","FURION S401 SPOT","1","0","y","y","http://www.infinity-intelligent-light.com/"
"Oem_infinity_furion_s601_profile_1","0x2918","Infinity","FURION S601 PROFILE","1","0","y","y","http://www.infinity-intelligent-light.com/"
"Oem_xuri_xur_1","0x2917","xuri","xur","1","500","n","y",""
"Oem_acme_xa_1000f_1","0x2916","Acme","XA 1000F","0","1","n","y","http://www.acme.com.cn/"
"Oem_mlba_team_stagehand_live_1","0x2915","MLBA Team","Stagehand Live","1","0","n","y","http://www.mlba-team.de"
"Oem_chengduchenyudianzikeji_dmx2048ch_pro2_1","0x2914","ChengDuChenyuDianZiKeji","DMX2048CH PRO2","4","4","n","n",""
"Oem_chengduchenyudianzikeji_dmx2048ch_pro1_1","0x2913","ChengDuChenyuDianZiKeji","DMX2048CH PRO1","4","4","n","y",""
"Oem_adb_stagelight_lexpert_profile_l_1","0x2912","ADB STAGELIGHT","LEXPERT PROFILE L","0","1","n","y","http://www.adbstagelight.com"
"Oem_adb_stagelight_lexpert_profile_l_cw_1","0x2911","ADB STAGELIGHT","LEXPERT PROFILE L CW","0","1","N","Y","http://www.adbstagelight.com"
"Oem_adb_stagelight_lexpert_profile_l_ww_1","0x2910","ADB STAGELIGHT","LEXPERT PROFILE L WW","0","1","n","y","http://www.adbstagelight.com"
"Oem_adb_stagelight_lexpert_fresnel_m_cw_1","0x290F","ADB STAGELIGHT","LEXPERT FRESNEL M CW","0","1","n","y","http://www.adbstagelight.com"
"Oem_adb_stagelight_lexpert_fresnel_m_ww_1","0x290E","ADB STAGELIGHT","LEXPERT FRESNEL M WW","0","1","n","y","http://www.adbstagelight.com"
"Oem_djsi_schinstad_northern_star_polaris_v1_5_1","0x290D","DJSI SCHINSTAD","Northern Star Polaris v1 5","512","512","y","y","https://www.atit.no"
"Oem_key_lab_blacktrax_extender_1","0x290C","Key Lab","BlackTrax Extender","1","1","n","n","http://www.key-lab.ch"
"Oem_adj_products_encore_burst_200_1","0x290B","ADJ Products","Encore Burst 200","1","1","y","y","http://www.adj.com/encore-burst-200"
"Oem_steinigke_showtechnic_gmbh_stage_pixel_bar_10_ww_1","0x290A","Steinigke Showtechnic GmbH","Stage Pixel Bar 10 WW","1","1","Y","Y","http://www.steinigke.de"
"Oem_feno_gmbh_fe_stile_1312_led_matrix_1","0x2909","feno GmbH","fe stile 1312 LED Matrix","0","0","n","y","http://www.feno.com"
"Oem_margau_dmxnet_1","0x2908","margau","dmxnet","1","1","n","n","https://github.com/margau/dmxnet"
"Oem_x_laser_skywriter_hpx_m_5_1","0x2907","X Laser","Skywriter HPX M 5","1","1","y","y","http://www.x-laser.com"
"Oem_x_laser_skywriter_hpx_m_10_1","0x2906","X Laser","Skywriter HPX M 10","1","1","y","y","http://www.x-laser.com"
"Oem_x_laser_skywriter_hpx_m_20_1","0x2905","X Laser","Skywriter HPX M 20","1","1","y","y","http://www.x-laser.com"
"Oem_integrated_system_technologies_ltd_idrive_white_knight_48_1","0x2904","Integrated System Technologies Ltd","iDrive White knight 48","48","48","y","y","https://www.istl.com/"
"Oem_integrated_system_technologies_ltd_idrive_white_knight_24_1","0x2903","Integrated System Technologies Ltd","iDrive White knight 24","24","24","y","y",""
"Oem_jata_tech_ltd_fx_engine_1","0x2902","Jata Tech Ltd","FX Engine","1","400","n","n",""
"Oem_integrated_system_technologies_ltd_idrive_thor_4_1","0x2901","Integrated System Technologies Ltd","iDrive Thor 4","4","4","y","y","https://www.istl.com/"
"Oem_integrated_system_technologies_ltd_quattro_cvl_1","0x2900","Integrated System Technologies Ltd","Quattro CVL","4","4","y","y","https://www.istl.com/"
"Oem_adj_products_encore_burst_200b_1","0x28FF","ADJ PRODUCTS","ENCORE BURST 200b","1","1","Y","Y","http://www.adj.com"
"Oem_douglas_heriot_diode_control_1","0x28FE","Douglas Heriot","Diode Control","1","1","n","n","https://douglasheriot.com/"
"Oem_douglas_heriot_dmx_assistant_1","0x28FD","Douglas Heriot","DMX Assistant","1","1","n","n","https://douglasheriot.com/dmxassistant/"
"Oem_daniel_large_statis_1","0x28FC","Daniel Large","STATIS","1","1","Y","Y","http://www.daniellarge.co.uk"
"Oem_sls_atmani_1","0x28FB","SLS","atmani","1","30","Y","y","http://www.atmanilighting.com"
"Oem_kinescope_bridge_1","0x28FA","Kinescope","Bridge","0","16","y","n","http://kinescope.fr"
"Oem_tom_bland_q_sys_plugin_1","0x28F9","Tom Bland","Q SYS Plugin","1","0","n","n",""
"Oem_vsevolod_kozlov_show_box_1","0x28F8","Vsevolod Kozlov","Show Box","0","1","n","n","http://zaba.mm.st"
"OemAdjProdVIZIWASHPRO1","0x28F7","ADJ PRODUCTS","VIZI WASH PRO","2","2","Y","Y","http://www.adj.com"
"OemAbelEVA3715Z1","0x28f6","ABLELITE INTERNATIONAL","EVA3715Z","2","2","y","y","http://www.ablelite.com"
"OemAcmTB1230QW1","0x28f5","Acme","TB-1230QW","0","1","n","y","http://www.acme.com.cn/"
"OemSteinEYE371","0x28f4","Steinigke Showtechnic GmbH","EYE-37","1","0","y","y","http://www.steinigke.de"
"OemMusicLightsSTARK10001","0x28f3","Music&Lights S.R.L.","STARK1000","1","1","y","y","https://www.musiclights.it/product/STARK1000"
"OemMusicLightsDIAMOND371","0x28f2","Music&Lights S.R.L.","DIAMOND37","1","1","y","y","https://www.musiclights.it/product/DIAMOND37"
"OemAcmXP1000WZ1","0x28f1","Acme","XP-1000WZ","0","1","n","y","http://www.acme.com.cn/"
"OemAcmLPF10001","0x28f0","Acme","LP-F1000","0","1","n","y","http://www.acme.com.cn/"
"OemAcmLPF20001","0x28ef","Acme","LP-F2000","0","1","n","y","http://www.acme.com.cn/"
"OemAcmLEDMTX361","0x28ee","Acme","LED-MTX36","0","1","n","y","http://www.acme.com.cn/"
"OemAcmLEDMTX36HEX1","0x28ed","Acme","LED-MTX36-HEX","0","1","n","y","http://www.acme.com.cn/"
"OemAcmTS300MWWCW1","0x28ec","Acme","TS-300M WW/CW","0","1","n","y","http://www.acme.com.cn/"
"OemAcmTS300WWC1","0x28eb","Acme","TS-300 WW/C","0","1","n","y","http://www.acme.com.cn/"
"OemAcmTS300WWCW1","0x28ea","Acme","TS-300 WW/CW","0","1","n","y","http://www.acme.com.cn/"
"OemAcmTS150WWCW1","0x28e9","Acme","TS-150 WW/CW","0","1","n","y","http://www.acme.com.cn/"
"OemAcmTS150MWWCW1","0x28e8","Acme","TS-150M WW/CW","0","1","n","y","http://www.acme.com.cn/"
"OemAcmXP5000WZ1","0x28e7","Acme","XP-5000WZ","0","1","n","y","http://www.acme.com.cn/"
"OemAcmXP5000NF1","0x28e6","Acme","XP-5000NF","0","1","n","y","http://www.acme.com.cn/"
"OemAcmXP1000SZF1","0x28e5","Acme","XP-1000SZF","0","1","n","y","http://www.acme.com.cn/"
"OemAcmXP1000FS1","0x28e4","Acme","XP-1000FS","0","1","n","y","http://www.acme.com.cn/"
"OemAcmCMS61","0x28e3","Acme","CM-S6","0","1","n","y","http://www.acme.com.cn/"
"OemAcmAcmeXP1","0x28e2","Acme","Acme-XP","0","1","n","y","http://www.acme.com.cn/"
"OemAcmAcmeXA1","0x28e1","Acme","Acme-XA","0","1","n","y","http://www.acme.com.cn/"
"OemAcmAcmeTS1","0x28e0","Acme","Acme-TS","0","1","n","y","http://www.acme.com.cn/"
"OemAcmAcmeCM1","0x28df","Acme","Acme-CM","0","1","n","y","http://www.acme.com.cn/"
"OemAcmAcmeMP1","0x28de","Acme","Acme-MP","0","1","n","y","http://www.acme.com.cn/"
"OemAcmAcmeLS1","0x28dd","Acme","Acme-LS","0","1","n","y","http://www.acme.com.cn/"
"OemAcmAcmeLED1","0x28dc","Acme","Acme-LED","0","1","n","y","http://www.acme.com.cn/"
"OemJumptronicProtocolController1","0x28db","Jumptronic GmbH","ProtocolController","0","8","y","y","http://www.jumptronic.de"
"OemElationEclipse1","0x28da","Elation Lighting","Eclipse","2","2","y","y","http://www.elationlighting.com"
"OemConTechConCTCMUFIC1","0x28d9","Conceptinetics Technologies and Consultancy Limited","CTC-MUFIC","0","3","y","n",""
